BuildingArea,Lattitude,Longtitude,index,target,y
85.89601274627107,-38.14135057119505,144.93611362219025,0,0.6352690536482372,1676647.6
85.89601274627107,-38.14135057119505,144.93611362219025,1,0.6352690536482372,1676647.6
2.334961597167454,-37.96633225501773,145.08880030544037,2,0.49207300996368764,1160646.6
2.334961597167454,-37.96633225501773,145.08880030544037,3,0.49207300996368764,1160646.6
85.89601274627107,-38.14135057119505,144.93611362219025,4,0.6352690536482372,1676647.6
2.334961597167454,-37.96633225501773,145.08880030544037,5,0.49207300996368764,1160646.6
85.89601274627107,-38.14135057119505,144.93611362219025,6,0.6352690536482372,1676647.6
85.89601274627107,-38.14135057119505,144.93611362219025,7,0.6352690536482372,1676647.6
85.89601274627107,-38.14135057119505,144.93611362219025,8,0.6352690536482372,1676647.6
85.89601274627107,-38.14135057119505,144.93611362219025,9,0.6352690536482372,1676647.6
85.89601274627107,-38.14135057119505,144.93611362219025,10,0.6352690536482372,1676647.6
2.334961597167454,-37.96633225501773,145.08880030544037,11,0.49207300996368764,1160646.6
85.89601274627107,-38.14135057119505,144.93611362219025,12,0.6352690536482372,1676647.6
85.89601274627107,-38.14135057119505,144.93611362219025,13,0.6352690536482372,1676647.6
85.89601274627107,-38.14135057119505,144.93611362219025,14,0.6352690536482372,1676647.6
85.89601274627107,-38.14135057119505,144.93611362219025,15,0.6352690536482372,1676647.6
85.89601274627107,-38.14135057119505,144.93611362219025,16,0.6352690536482372,1676647.6
2.334961597167454,-37.96633225501773,145.08880030544037,17,0.49207300996368764,1160646.6
2.334961597167454,-37.96633225501773,145.08880030544037,18,0.49207300996368764,1160646.6
2.334961597167454,-37.96633225501773,145.08880030544037,19,0.49720676831971633,1171014.2
85.89601274627107,-38.14135057119505,144.93611362219025,20,0.6352690536482372,1676647.6
2.334961597167454,-37.96633225501773,145.08880030544037,21,0.49207300996368764,1160646.6
85.89601274627107,-38.14135057119505,144.93611362219025,22,0.6352690536482372,1676647.6
2.334961597167454,-37.96633225501773,145.08880030544037,23,0.49207300996368764,1160646.6
2.334961597167454,-37.96633225501773,145.08880030544037,24,0.49207300996368764,1160646.6
85.89601274627107,-38.14135057119505,144.93611362219025,25,0.6352690536482372,1676647.6
85.89601274627107,-38.14135057119505,144.93611362219025,26,0.6352690536482372,1676647.6
85.89601274627107,-38.14135057119505,144.93611362219025,27,0.6352690536482372,1676647.6
85.89601274627107,-38.14135057119505,144.93611362219025,28,0.6352690536482372,1676647.6
2.334961597167454,-37.96633225501773,145.08880030544037,29,0.49207300996368764,1160646.6
2.334961597167454,-37.96633225501773,145.08880030544037,30,0.49720676831971633,1171014.2
85.89601274627107,-38.14135057119505,144.93611362219025,31,0.6352690536482372,1676647.6
85.89601274627107,-38.14135057119505,144.93611362219025,32,0.6352690536482372,1676647.6
85.89601274627107,-38.14135057119505,144.93611362219025,33,0.6352690536482372,1676647.6
85.89601274627107,-38.14135057119505,144.93611362219025,34,0.6352690536482372,1676647.6
85.89601274627107,-38.14135057119505,144.93611362219025,35,0.6352690536482372,1676647.6
2.334961597167454,-37.96633225501773,145.08880030544037,36,0.49207300996368764,1160646.6
2.334961597167454,-37.96633225501773,145.08880030544037,37,0.49720676831971633,1171014.2
85.89601274627107,-38.14135057119505,144.93611362219025,38,0.6352690536482372,1676647.6
2.334961597167454,-37.96633225501773,145.08880030544037,39,0.49207300996368764,1160646.6
85.89601274627107,-38.14135057119505,144.93611362219025,40,0.6352690536482372,1676647.6
2.334961597167454,-37.96633225501773,145.08880030544037,41,0.49207300996368764,1160646.6
85.89601274627107,-38.14135057119505,144.93611362219025,42,0.6352690536482372,1676647.6
2.334961597167454,-37.96633225501773,145.08880030544037,43,0.49207300996368764,1160646.6
2.334961597167454,-37.96633225501773,145.08880030544037,44,0.49720676831971633,1171014.2
2.334961597167454,-37.96633225501773,145.08880030544037,45,0.49207300996368764,1160646.6
2.334961597167454,-37.96633225501773,145.08880030544037,46,0.49720676831971633,1171014.2
85.89601274627107,-38.14135057119505,144.93611362219025,47,0.6352690536482372,1676647.6
85.89601274627107,-38.14135057119505,144.93611362219025,48,0.6352690536482372,1676647.6
85.89601274627107,-38.14135057119505,144.93611362219025,49,0.6352690536482372,1676647.6
